Results Table 1


Results Table 2


Time,Displacement,Force
(s),(mm),(kN)
"0.0000","2.5991","0.0492"
"0.0200","2.5991","0.0494"
"0.0400","2.5991","0.0496"
"0.0600","2.5991","0.0499"
"0.0800","2.5992","0.0498"
"0.1000","2.5993","0.0495"
"0.1200","2.5994","0.0493"
"0.1400","2.5995","0.0494"
"0.1600","2.5997","0.0495"
"0.1800","2.6001","0.0496"
"0.2000","2.6004","0.0497"
"0.2200","2.6009","0.0494"
"0.2400","2.6013","0.0494"
"0.2600","2.6018","0.0496"
"0.2800","2.6022","0.0496"
"0.3000","2.6026","0.0497"
"0.3200","2.6031","0.0497"
"0.3400","2.6037","0.0497"
"0.3600","2.6043","0.0495"
"0.3800","2.6049","0.0495"
"0.4000","2.6054","0.0496"
"0.4200","2.6057","0.0500"
"0.4400","2.6060","0.0499"
"0.4600","2.6064","0.0497"
"0.4800","2.6068","0.0499"
"0.5000","2.6072","0.0498"
"0.5200","2.6076","0.0499"
"0.5400","2.6079","0.0498"
"0.5600","2.6082","0.0497"
"0.5800","2.6086","0.0496"
"0.6000","2.6089","0.0497"
"0.6200","2.6093","0.0497"
"0.6400","2.6097","0.0496"
"0.6600","2.6101","0.0496"
"0.6800","2.6104","0.0499"
"0.7000","2.6107","0.0503"
"0.7200","2.6110","0.0500"
"0.7400","2.6113","0.0498"
"0.7600","2.6116","0.0497"
"0.7800","2.6119","0.0499"
"0.8000","2.6123","0.0500"
"0.8200","2.6126","0.0501"
"0.8400","2.6131","0.0503"
"0.8600","2.6134","0.0501"
"0.8800","2.6137","0.0498"
"0.9000","2.6140","0.0498"
"0.9200","2.6143","0.0500"
"0.9400","2.6146","0.0499"
"0.9600","2.6149","0.0498"
"0.9800","2.6154","0.0501"
"1.0000","2.6158","0.0502"
"1.0200","2.6163","0.0504"
"1.0400","2.6166","0.0502"
"1.0600","2.6169","0.0501"
"1.0800","2.6171","0.0504"
"1.1000","2.6173","0.0503"
"1.1200","2.6176","0.0501"
"1.1400","2.6179","0.0500"
"1.1600","2.6182","0.0502"
"1.1800","2.6186","0.0501"
"1.2000","2.6189","0.0505"
"1.2200","2.6193","0.0504"
"1.2400","2.6196","0.0502"
"1.2600","2.6199","0.0503"
"1.2800","2.6202","0.0501"
"1.3000","2.6206","0.0502"
"1.3200","2.6209","0.0503"
"1.3400","2.6214","0.0504"
"1.3600","2.6218","0.0504"
"1.3800","2.6223","0.0504"
"1.4000","2.6226","0.0505"
"1.4200","2.6228","0.0505"
"1.4400","2.6231","0.0502"
"1.4600","2.6233","0.0503"
"1.4800","2.6236","0.0504"
"1.5000","2.6239","0.0504"
"1.5200","2.6244","0.0504"
"1.5400","2.6248","0.0502"
"1.5600","2.6251","0.0504"
"1.5800","2.6255","0.0504"
"1.6000","2.6258","0.0506"
"1.6200","2.6260","0.0505"
"1.6400","2.6263","0.0502"
"1.6600","2.6266","0.0506"
"1.6800","2.6269","0.0507"
"1.7000","2.6274","0.0504"
"1.7200","2.6278","0.0503"
"1.7400","2.6283","0.0504"
"1.7600","2.6286","0.0506"
"1.7800","2.6288","0.0504"
"1.8000","2.6290","0.0506"
"1.8200","2.6292","0.0508"
"1.8400","2.6295","0.0510"
"1.8600","2.6298","0.0507"
"1.8800","2.6302","0.0506"
"1.9000","2.6306","0.0506"
"1.9200","2.6310","0.0506"
"1.9400","2.6313","0.0505"
"1.9600","2.6316","0.0507"
"1.9800","2.6319","0.0508"
"2.0000","2.6323","0.0509"
"2.0200","2.6326","0.0509"
"2.0400","2.6330","0.0509"
"2.0600","2.6334","0.0509"
"2.0800","2.6339","0.0508"
"2.1000","2.6343","0.0509"
"2.1200","2.6346","0.0509"
"2.1400","2.6348","0.0510"
"2.1600","2.6350","0.0509"
"2.1800","2.6352","0.0509"
"2.2000","2.6356","0.0510"
"2.2200","2.6359","0.0511"
"2.2400","2.6363","0.0508"
"2.2600","2.6367","0.0505"
"2.2800","2.6371","0.0507"
"2.3000","2.6374","0.0510"
"2.3200","2.6376","0.0511"
"2.3400","2.6379","0.0512"
"2.3600","2.6382","0.0512"
"2.3800","2.6386","0.0509"
"2.4000","2.6389","0.0510"
"2.4200","2.6394","0.0511"
"2.4400","2.6399","0.0511"
"2.4600","2.6403","0.0515"
"2.4800","2.6406","0.0515"
"2.5000","2.6408","0.0515"
"2.5200","2.6411","0.0514"
"2.5400","2.6413","0.0512"
"2.5600","2.6416","0.0510"
"2.5800","2.6419","0.0512"
"2.6000","2.6423","0.0511"
"2.6200","2.6427","0.0510"
"2.6400","2.6431","0.0509"
"2.6600","2.6433","0.0512"
"2.6800","2.6436","0.0511"
"2.7000","2.6439","0.0512"
"2.7200","2.6443","0.0513"
"2.7400","2.6446","0.0514"
"2.7600","2.6450","0.0515"
"2.7800","2.6454","0.0513"
"2.8000","2.6459","0.0511"
"2.8200","2.6462","0.0513"
"2.8400","2.6464","0.0512"
"2.8600","2.6467","0.0513"
"2.8800","2.6469","0.0514"
"2.9000","2.6472","0.0514"
"2.9200","2.6476","0.0515"
"2.9400","2.6479","0.0515"
"2.9600","2.6484","0.0514"
"2.9800","2.6488","0.0513"
"3.0000","2.6491","0.0514"
"3.0200","2.6494","0.0515"
"3.0400","2.6497","0.0513"
"3.0600","2.6499","0.0514"
"3.0800","2.6503","0.0516"
"3.1000","2.6506","0.0516"
"3.1200","2.6511","0.0516"
"3.1400","2.6516","0.0516"
"3.1600","2.6519","0.0518"
"3.1800","2.6523","0.0519"
"3.2000","2.6526","0.0516"
"3.2200","2.6528","0.0517"
"3.2400","2.6530","0.0519"
"3.2600","2.6532","0.0521"
"3.2800","2.6536","0.0519"
"3.3000","2.6539","0.0519"
"3.3200","2.6543","0.0519"
"3.3400","2.6546","0.0520"
"3.3600","2.6550","0.0520"
"3.3800","2.6553","0.0518"
"3.4000","2.6556","0.0519"
"3.4200","2.6559","0.0518"
"3.4400","2.6562","0.0519"
"3.4600","2.6566","0.0519"
"3.4800","2.6571","0.0519"
"3.5000","2.6575","0.0518"
"3.5200","2.6579","0.0519"
"3.5400","2.6583","0.0522"
"3.5600","2.6585","0.0524"
"3.5800","2.6587","0.0523"
"3.6000","2.6589","0.0521"
"3.6200","2.6593","0.0519"
"3.6400","2.6596","0.0520"
"3.6600","2.6600","0.0522"
"3.6800","2.6604","0.0521"
"3.7000","2.6608","0.0521"
"3.7200","2.6611","0.0523"
"3.7400","2.6614","0.0521"
"3.7600","2.6616","0.0520"
"3.7800","2.6619","0.0523"
"3.8000","2.6623","0.0522"
"3.8200","2.6626","0.0522"
"3.8400","2.6631","0.0522"
"3.8600","2.6634","0.0522"
"3.8800","2.6639","0.0522"
"3.9000","2.6642","0.0523"
"3.9200","2.6645","0.0526"
"3.9400","2.6647","0.0526"
"3.9600","2.6649","0.0522"
"3.9800","2.6652","0.0520"
"4.0000","2.6656","0.0521"
"4.0200","2.6659","0.0523"
"4.0400","2.6663","0.0525"
"4.0600","2.6667","0.0526"
"4.0800","2.6670","0.0523"
"4.1000","2.6673","0.0524"
"4.1200","2.6676","0.0525"
"4.1400","2.6679","0.0525"
"4.1600","2.6683","0.0527"
"4.1800","2.6688","0.0527"
"4.2000","2.6692","0.0527"
"4.2200","2.6696","0.0526"
"4.2400","2.6700","0.0523"
"4.2600","2.6703","0.0525"
"4.2800","2.6704","0.0527"
"4.3000","2.6706","0.0525"
"4.3200","2.6709","0.0526"
"4.3400","2.6713","0.0528"
"4.3600","2.6716","0.0531"
"4.3800","2.6720","0.0529"
"4.4000","2.6724","0.0528"
"4.4200","2.6727","0.0526"
"4.4400","2.6730","0.0527"
"4.4600","2.6733","0.0529"
"4.4800","2.6736","0.0530"
"4.5000","2.6739","0.0528"
"4.5200","2.6743","0.0529"
"4.5400","2.6746","0.0529"
"4.5600","2.6751","0.0529"
"4.5800","2.6756","0.0530"
"4.6000","2.6759","0.0533"
"4.6200","2.6763","0.0532"
"4.6400","2.6764","0.0533"
"4.6600","2.6767","0.0531"
"4.6800","2.6769","0.0529"
"4.7000","2.6773","0.0529"
"4.7200","2.6776","0.0530"
"4.7400","2.6779","0.0530"
"4.7600","2.6784","0.0529"
"4.7800","2.6787","0.0529"
"4.8000","2.6790","0.0528"
"4.8200","2.6793","0.0529"
"4.8400","2.6796","0.0528"
"4.8600","2.6799","0.0530"
"4.8800","2.6803","0.0533"
"4.9000","2.6807","0.0533"
"4.9200","2.6811","0.0532"
"4.9400","2.6816","0.0529"
"4.9600","2.6819","0.0529"
"4.9800","2.6821","0.0533"
"5.0000","2.6823","0.0536"
"5.0200","2.6826","0.0533"
"5.0400","2.6829","0.0532"
"5.0600","2.6832","0.0532"
"5.0800","2.6836","0.0534"
"5.1000","2.6841","0.0535"
"5.1200","2.6844","0.0533"
"5.1400","2.6848","0.0533"
"5.1600","2.6851","0.0532"
"5.1800","2.6854","0.0531"
"5.2000","2.6856","0.0530"
"5.2200","2.6859","0.0530"
"5.2400","2.6863","0.0532"
"5.2600","2.6868","0.0533"
"5.2800","2.6873","0.0536"
"5.3000","2.6877","0.0536"
"5.3200","2.6879","0.0536"
"5.3400","2.6882","0.0535"
"5.3600","2.6884","0.0536"
"5.3800","2.6886","0.0536"
"5.4000","2.6889","0.0536"
"5.4200","2.6892","0.0537"
"5.4400","2.6895","0.0536"
"5.4600","2.6899","0.0535"
"5.4800","2.6903","0.0537"
"5.5000","2.6906","0.0534"
"5.5200","2.6909","0.0536"
"5.5400","2.6913","0.0538"
"5.5600","2.6916","0.0539"
"5.5800","2.6919","0.0539"
"5.6000","2.6923","0.0538"
"5.6200","2.6928","0.0535"
"5.6400","2.6933","0.0536"
"5.6600","2.6936","0.0538"
"5.6800","2.6939","0.0539"
"5.7000","2.6941","0.0540"
"5.7200","2.6944","0.0539"
"5.7400","2.6946","0.0538"
"5.7600","2.6949","0.0539"
"5.7800","2.6953","0.0541"
"5.8000","2.6958","0.0538"
"5.8200","2.6961","0.0538"
"5.8400","2.6965","0.0542"
"5.8600","2.6968","0.0544"
"5.8800","2.6971","0.0544"
"5.9000","2.6973","0.0543"
"5.9200","2.6976","0.0542"
"5.9400","2.6979","0.0542"
"5.9600","2.6983","0.0543"
"5.9800","2.6987","0.0542"
"6.0000","2.6992","0.0543"
"6.0200","2.6996","0.0541"
"6.0400","2.6999","0.0542"
"6.0600","2.7001","0.0542"
"6.0800","2.7004","0.0543"
"6.1000","2.7006","0.0542"
"6.1200","2.7009","0.0543"
"6.1400","2.7012","0.0545"
"6.1600","2.7016","0.0543"
"6.1800","2.7019","0.0545"
"6.2000","2.7023","0.0545"
"6.2200","2.7026","0.0542"
"6.2400","2.7029","0.0542"
"6.2600","2.7033","0.0542"
"6.2800","2.7036","0.0544"
"6.3000","2.7040","0.0545"
"6.3200","2.7044","0.0542"
"6.3400","2.7049","0.0541"
"6.3600","2.7053","0.0547"
"6.3800","2.7056","0.0548"
"6.4000","2.7059","0.0550"
"6.4200","2.7061","0.0549"
"6.4400","2.7063","0.0547"
"6.4600","2.7066","0.0543"
"6.4800","2.7069","0.0542"
"6.5000","2.7073","0.0545"
"6.5200","2.7077","0.0548"
"6.5400","2.7081","0.0549"
"6.5600","2.7084","0.0548"
"6.5800","2.7087","0.0548"
"6.6000","2.7090","0.0548"
"6.6200","2.7093","0.0548"
"6.6400","2.7096","0.0551"
"6.6600","2.7099","0.0552"
"6.6800","2.7103","0.0550"
"6.7000","2.7107","0.0550"
"6.7200","2.7112","0.0548"
"6.7400","2.7116","0.0548"
"6.7600","2.7119","0.0549"
"6.7800","2.7121","0.0551"
"6.8000","2.7124","0.0553"
"6.8200","2.7126","0.0550"
"6.8400","2.7129","0.0547"
"6.8600","2.7132","0.0545"
"6.8800","2.7136","0.0548"
"6.9000","2.7140","0.0550"
"6.9200","2.7144","0.0550"
"6.9400","2.7147","0.0550"
"6.9600","2.7149","0.0552"
"6.9800","2.7153","0.0552"
"7.0000","2.7156","0.0552"
"7.0200","2.7159","0.0552"
"7.0400","2.7164","0.0550"
"7.0600","2.7168","0.0549"
"7.0800","2.7173","0.0549"
"7.1000","2.7176","0.0551"
"7.1200","2.7178","0.0552"
"7.1400","2.7180","0.0555"
"7.1600","2.7183","0.0552"
"7.1800","2.7186","0.0550"
"7.2000","2.7189","0.0550"
"7.2200","2.7192","0.0552"
"7.2400","2.7197","0.0554"
"7.2600","2.7201","0.0554"
"7.2800","2.7205","0.0556"
"7.3000","2.7207","0.0555"
"7.3200","2.7210","0.0554"
"7.3400","2.7213","0.0553"
"7.3600","2.7216","0.0554"
"7.3800","2.7219","0.0555"
"7.4000","2.7224","0.0554"
"7.4200","2.7229","0.0553"
"7.4400","2.7233","0.0553"
"7.4600","2.7236","0.0555"
"7.4800","2.7239","0.0557"
"7.5000","2.7241","0.0558"
"7.5200","2.7243","0.0555"
"7.5400","2.7246","0.0551"
"7.5600","2.7248","0.0554"
"7.5800","2.7252","0.0556"
"7.6000","2.7255","0.0557"
"7.6200","2.7259","0.0558"
"7.6400","2.7263","0.0558"
"7.6600","2.7266","0.0558"
"7.6800","2.7269","0.0558"
"7.7000","2.7273","0.0557"
"7.7200","2.7276","0.0558"
"7.7400","2.7280","0.0557"
"7.7600","2.7284","0.0555"
"7.7800","2.7289","0.0556"
"7.8000","2.7293","0.0559"
"7.8200","2.7296","0.0561"
"7.8400","2.7298","0.0562"
"7.8600","2.7301","0.0560"
"7.8800","2.7303","0.0558"
"7.9000","2.7306","0.0557"
"7.9200","2.7310","0.0558"
"7.9400","2.7314","0.0558"
"7.9600","2.7318","0.0557"
"7.9800","2.7322","0.0558"
"8.0000","2.7325","0.0561"
"8.0200","2.7327","0.0560"
"8.0400","2.7329","0.0559"
"8.0600","2.7333","0.0559"
"8.0800","2.7336","0.0561"
"8.1000","2.7339","0.0563"
"8.1200","2.7343","0.0565"
"8.1400","2.7348","0.0563"
"8.1600","2.7353","0.0564"
"8.1800","2.7356","0.0564"
"8.2000","2.7358","0.0566"
"8.2200","2.7361","0.0564"
"8.2400","2.7363","0.0561"
"8.2600","2.7366","0.0561"
"8.2800","2.7369","0.0564"
"8.3000","2.7372","0.0565"
"8.3200","2.7376","0.0565"
"8.3400","2.7380","0.0563"
"8.3600","2.7383","0.0560"
"8.3800","2.7386","0.0562"
"8.4000","2.7389","0.0562"
"8.4200","2.7393","0.0563"
"8.4400","2.7396","0.0564"
"8.4600","2.7401","0.0562"
"8.4800","2.7406","0.0564"
"8.5000","2.7410","0.0565"
"8.5200","2.7414","0.0567"
"8.5400","2.7416","0.0565"
"8.5600","2.7418","0.0565"
"8.5800","2.7420","0.0566"
"8.6000","2.7423","0.0566"
"8.6200","2.7426","0.0566"
"8.6400","2.7429","0.0566"
"8.6600","2.7433","0.0568"
"8.6800","2.7438","0.0566"
"8.7000","2.7441","0.0566"
"8.7200","2.7444","0.0569"
"8.7400","2.7447","0.0567"
"8.7600","2.7449","0.0562"
"8.7800","2.7452","0.0562"
"8.8000","2.7456","0.0566"
"8.8200","2.7459","0.0569"
"8.8400","2.7464","0.0567"
"8.8600","2.7469","0.0565"
"8.8800","2.7473","0.0569"
"8.9000","2.7476","0.0570"
"8.9200","2.7479","0.0571"
"8.9400","2.7481","0.0572"
"8.9600","2.7483","0.0572"
"8.9800","2.7486","0.0568"
"9.0000","2.7489","0.0571"
"9.0200","2.7493","0.0573"
"9.0400","2.7497","0.0569"
"9.0600","2.7501","0.0567"
"9.0800","2.7504","0.0568"
"9.1000","2.7506","0.0568"
"9.1200","2.7509","0.0570"
"9.1400","2.7513","0.0572"
"9.1600","2.7516","0.0573"
"9.1800","2.7520","0.0574"
"9.2000","2.7524","0.0569"
"9.2200","2.7529","0.0570"
"9.2400","2.7533","0.0571"
"9.2600","2.7535","0.0575"
"9.2800","2.7538","0.0575"
"9.3000","2.7539","0.0572"
"9.3200","2.7543","0.0569"
"9.3400","2.7546","0.0569"
"9.3600","2.7549","0.0573"
"9.3800","2.7554","0.0574"
"9.4000","2.7558","0.0572"
"9.4200","2.7561","0.0571"
"9.4400","2.7564","0.0571"
"9.4600","2.7567","0.0575"
"9.4800","2.7569","0.0572"
"9.5000","2.7573","0.0572"
"9.5200","2.7576","0.0573"
"9.5400","2.7581","0.0574"
"9.5600","2.7586","0.0575"
"9.5800","2.7590","0.0575"
"9.6000","2.7593","0.0578"
"9.6200","2.7596","0.0578"
"9.6400","2.7598","0.0576"
"9.6600","2.7600","0.0578"
"9.6800","2.7603","0.0579"
"9.7000","2.7605","0.0578"
"9.7200","2.7608","0.0578"
"9.7400","2.7612","0.0576"
"9.7600","2.7616","0.0576"
"9.7800","2.7619","0.0577"
"9.8000","2.7623","0.0575"
"9.8200","2.7626","0.0575"
"9.8400","2.7629","0.0578"
"9.8600","2.7632","0.0577"
"9.8800","2.7636","0.0579"
"9.9000","2.7640","0.0580"
"9.9200","2.7645","0.0577"
"9.9400","2.7649","0.0577"
"9.9600","2.7653","0.0579"
"9.9800","2.7655","0.0579"
"10.0000","2.7657","0.0580"
"10.0200","2.7660","0.0579"
"10.0400","2.7663","0.0577"
"10.0600","2.7666","0.0581"
"10.0800","2.7670","0.0584"
"10.1000","2.7674","0.0580"
"10.1200","2.7678","0.0578"
"10.1400","2.7682","0.0579"
"10.1600","2.7684","0.0580"
"10.1800","2.7687","0.0580"
"10.2000","2.7689","0.0578"
"10.2200","2.7692","0.0579"
"10.2400","2.7696","0.0581"
"10.2600","2.7700","0.0584"
"10.2800","2.7704","0.0581"
"10.3000","2.7709","0.0581"
"10.3200","2.7713","0.0583"
"10.3400","2.7716","0.0583"
"10.3600","2.7717","0.0582"
"10.3800","2.7720","0.0581"
"10.4000","2.7723","0.0581"
"10.4200","2.7725","0.0582"
"10.4400","2.7729","0.0582"
"10.4600","2.7733","0.0581"
"10.4800","2.7736","0.0583"
"10.5000","2.7740","0.0584"
"10.5200","2.7743","0.0582"
"10.5400","2.7746","0.0583"
"10.5600","2.7749","0.0585"
"10.5800","2.7752","0.0585"
"10.6000","2.7757","0.0586"
"10.6200","2.7761","0.0585"
"10.6400","2.7766","0.0587"
"10.6600","2.7770","0.0587"
"10.6800","2.7773","0.0586"
"10.7000","2.7775","0.0587"
"10.7200","2.7778","0.0585"
"10.7400","2.7780","0.0582"
"10.7600","2.7782","0.0584"
"10.7800","2.7786","0.0587"
"10.8000","2.7790","0.0589"
"10.8200","2.7794","0.0587"
"10.8400","2.7798","0.0584"
"10.8600","2.7801","0.0587"
"10.8800","2.7804","0.0586"
"10.9000","2.7806","0.0583"
"10.9200","2.7809","0.0585"
"10.9400","2.7812","0.0588"
"10.9600","2.7816","0.0588"
"10.9800","2.7820","0.0589"
"11.0000","2.7825","0.0592"
"11.0200","2.7829","0.0592"
"11.0400","2.7833","0.0589"
"11.0600","2.7836","0.0589"
"11.0800","2.7838","0.0588"
"11.1000","2.7840","0.0586"
"11.1200","2.7842","0.0584"
"11.1400","2.7846","0.0588"
"11.1600","2.7849","0.0591"
"11.1800","2.7853","0.0591"
"11.2000","2.7857","0.0592"
"11.2200","2.7860","0.0591"
"11.2400","2.7863","0.0591"
"11.2600","2.7866","0.0589"
"11.2800","2.7869","0.0590"
"11.3000","2.7873","0.0591"
"11.3200","2.7876","0.0591"
"11.3400","2.7881","0.0591"
"11.3600","2.7885","0.0591"
"11.3800","2.7889","0.0590"
"11.4000","2.7891","0.0592"
"11.4200","2.7894","0.0592"
"11.4400","2.7897","0.0591"
"11.4600","2.7899","0.0589"
"11.4800","2.7902","0.0590"
"11.5000","2.7906","0.0590"
"11.5200","2.7910","0.0594"
"11.5400","2.7914","0.0593"
"11.5600","2.7918","0.0591"
"11.5800","2.7921","0.0591"
"11.6000","2.7924","0.0593"
"11.6200","2.7926","0.0592"
"11.6400","2.7929","0.0592"
"11.6600","2.7933","0.0595"
"11.6800","2.7937","0.0598"
"11.7000","2.7941","0.0598"
"11.7200","2.7946","0.0599"
"11.7400","2.7950","0.0597"
"11.7600","2.7953","0.0599"
"11.7800","2.7955","0.0599"
"11.8000","2.7958","0.0599"
"11.8200","2.7959","0.0596"
"11.8400","2.7962","0.0595"
"11.8600","2.7965","0.0597"
"11.8800","2.7968","0.0598"
"11.9000","2.7973","0.0598"
"11.9200","2.7976","0.0598"
"11.9400","2.7979","0.0597"
"11.9600","2.7982","0.0598"
"11.9800","2.7986","0.0599"
"12.0000","2.7989","0.0602"
"12.0200","2.7993","0.0600"
"12.0400","2.7996","0.0599"
"12.0600","2.8001","0.0599"
"12.0800","2.8005","0.0598"
"12.1000","2.8009","0.0597"
"12.1200","2.8012","0.0602"
"12.1400","2.8014","0.0602"
"12.1600","2.8017","0.0598"
"12.1800","2.8020","0.0598"
"12.2000","2.8023","0.0599"
"12.2200","2.8027","0.0598"
"12.2400","2.8031","0.0597"
"12.2600","2.8035","0.0599"
"12.2800","2.8039","0.0601"
"12.3000","2.8041","0.0600"
"12.3200","2.8044","0.0600"
"12.3400","2.8046","0.0599"
"12.3600","2.8049","0.0602"
"12.3800","2.8052","0.0603"
"12.4000","2.8056","0.0604"
"12.4200","2.8061","0.0603"
"12.4400","2.8065","0.0601"
"12.4600","2.8069","0.0600"
"12.4800","2.8073","0.0601"
"12.5000","2.8074","0.0603"
"12.5200","2.8077","0.0602"
"12.5400","2.8079","0.0600"
"12.5600","2.8082","0.0602"
"12.5800","2.8085","0.0602"
"12.6000","2.8088","0.0603"
"12.6200","2.8093","0.0601"
"12.6400","2.8096","0.0602"
"12.6600","2.8100","0.0603"
"12.6800","2.8103","0.0603"
"12.7000","2.8106","0.0603"
"12.7200","2.8109","0.0605"
"12.7400","2.8113","0.0606"
"12.7600","2.8118","0.0603"
"12.7800","2.8122","0.0603"
"12.8000","2.8126","0.0603"
"12.8200","2.8129","0.0605"
"12.8400","2.8132","0.0608"
"12.8600","2.8134","0.0608"
"12.8800","2.8137","0.0606"
"12.9000","2.8139","0.0608"
"12.9200","2.8142","0.0606"
"12.9400","2.8146","0.0604"
"12.9600","2.8150","0.0604"
"12.9800","2.8154","0.0606"
"13.0000","2.8158","0.0604"
"13.0200","2.8161","0.0605"
"13.0400","2.8163","0.0603"
"13.0600","2.8166","0.0604"
"13.0800","2.8169","0.0607"
"13.1000","2.8173","0.0610"
"13.1200","2.8176","0.0608"
"13.1400","2.8181","0.0606"
"13.1600","2.8186","0.0604"
"13.1800","2.8190","0.0605"
"13.2000","2.8193","0.0605"
"13.2200","2.8194","0.0606"
"13.2400","2.8197","0.0610"
"13.2600","2.8199","0.0609"
"13.2800","2.8203","0.0610"
"13.3000","2.8206","0.0609"
"13.3200","2.8209","0.0610"
"13.3400","2.8214","0.0609"
"13.3600","2.8217","0.0610"
"13.3800","2.8220","0.0608"
"13.4000","2.8223","0.0609"
"13.4200","2.8226","0.0609"
"13.4400","2.8229","0.0610"
"13.4600","2.8233","0.0613"
"13.4800","2.8237","0.0615"
"13.5000","2.8241","0.0614"
"13.5200","2.8245","0.0614"
"13.5400","2.8248","0.0613"
"13.5600","2.8251","0.0613"
"13.5800","2.8254","0.0612"
"13.6000","2.8256","0.0613"
"13.6200","2.8259","0.0616"
"13.6400","2.8263","0.0614"
"13.6600","2.8266","0.0612"
"13.6800","2.8271","0.0614"
"13.7000","2.8274","0.0613"
"13.7200","2.8278","0.0613"
"13.7400","2.8281","0.0613"
"13.7600","2.8284","0.0612"
"13.7800","2.8286","0.0612"
"13.8000","2.8289","0.0614"
"13.8200","2.8293","0.0615"
"13.8400","2.8298","0.0614"
"13.8600","2.8303","0.0614"
"13.8800","2.8307","0.0614"
"13.9000","2.8310","0.0616"
"13.9200","2.8313","0.0618"
"13.9400","2.8314","0.0615"
"13.9600","2.8316","0.0614"
"13.9800","2.8319","0.0619"
"14.0000","2.8322","0.0619"
"14.0200","2.8325","0.0615"
"14.0400","2.8329","0.0614"
"14.0600","2.8333","0.0616"
"14.0800","2.8336","0.0616"
"14.1000","2.8339","0.0616"
"14.1200","2.8343","0.0618"
"14.1400","2.8346","0.0618"
"14.1600","2.8349","0.0616"
"14.1800","2.8352","0.0617"
"14.2000","2.8357","0.0618"
"14.2200","2.8361","0.0620"
"14.2400","2.8366","0.0621"
"14.2600","2.8369","0.0619"
"14.2800","2.8371","0.0620"
"14.3000","2.8374","0.0623"
"14.3200","2.8376","0.0621"
"14.3400","2.8379","0.0618"
"14.3600","2.8383","0.0617"
"14.3800","2.8387","0.0616"
"14.4000","2.8391","0.0616"
"14.4200","2.8395","0.0619"
"14.4400","2.8398","0.0621"
"14.4600","2.8401","0.0620"
"14.4800","2.8403","0.0620"
"14.5000","2.8406","0.0619"
"14.5200","2.8409","0.0619"
"14.5400","2.8413","0.0619"
"14.5600","2.8417","0.0621"
"14.5800","2.8422","0.0621"
"14.6000","2.8426","0.0625"
"14.6200","2.8429","0.0624"
"14.6400","2.8431","0.0624"
"14.6600","2.8434","0.0624"
"14.6800","2.8436","0.0625"
"14.7000","2.8439","0.0625"
"14.7200","2.8442","0.0625"
"14.7400","2.8446","0.0624"
"14.7600","2.8449","0.0624"
"14.7800","2.8453","0.0625"
"14.8000","2.8457","0.0625"
"14.8200","2.8460","0.0622"
"14.8400","2.8463","0.0621"
"14.8600","2.8466","0.0622"
"14.8800","2.8469","0.0626"
"14.9000","2.8474","0.0625"
"14.9200","2.8478","0.0623"
"14.9400","2.8483","0.0624"
"14.9600","2.8486","0.0623"
"14.9800","2.8489","0.0624"
"15.0000","2.8491","0.0626"
"15.0200","2.8493","0.0625"
"15.0400","2.8496","0.0624"
"15.0600","2.8499","0.0626"
"15.0800","2.8503","0.0627"
"15.1000","2.8506","0.0627"
"15.1200","2.8511","0.0627"
"15.1400","2.8514","0.0624"
"15.1600","2.8517","0.0622"
"15.1800","2.8520","0.0623"
"15.2000","2.8523","0.0628"
"15.2200","2.8526","0.0630"
"15.2400","2.8529","0.0631"
"15.2600","2.8533","0.0630"
"15.2800","2.8537","0.0628"
"15.3000","2.8542","0.0630"
"15.3200","2.8546","0.0629"
"15.3400","2.8549","0.0628"
"15.3600","2.8551","0.0629"
"15.3800","2.8554","0.0630"
"15.4000","2.8556","0.0629"
"15.4200","2.8559","0.0631"
"15.4400","2.8563","0.0628"
"15.4600","2.8566","0.0629"
"15.4800","2.8570","0.0634"
"15.5000","2.8574","0.0635"
"15.5200","2.8577","0.0631"
"15.5400","2.8580","0.0627"
"15.5600","2.8583","0.0627"
"15.5800","2.8586","0.0627"
"15.6000","2.8589","0.0629"
"15.6200","2.8593","0.0632"
"15.6400","2.8597","0.0632"
"15.6600","2.8602","0.0634"
"15.6800","2.8605","0.0632"
"15.7000","2.8607","0.0630"
"15.7200","2.8610","0.0630"
"15.7400","2.8613","0.0629"
"15.7600","2.8616","0.0629"
"15.7800","2.8619","0.0634"
"15.8000","2.8623","0.0634"
"15.8200","2.8627","0.0632"
"15.8400","2.8631","0.0633"
"15.8600","2.8634","0.0634"
"15.8800","2.8637","0.0634"
"15.9000","2.8640","0.0636"
"15.9200","2.8643","0.0636"
"15.9400","2.8646","0.0632"
"15.9600","2.8650","0.0631"
"15.9800","2.8654","0.0631"
"16.0000","2.8659","0.0629"
"16.0200","2.8663","0.0635"
"16.0400","2.8667","0.0635"
"16.0600","2.8669","0.0636"
"16.0800","2.8671","0.0638"
"16.1000","2.8673","0.0637"
"16.1200","2.8676","0.0636"
"16.1400","2.8679","0.0635"
"16.1600","2.8682","0.0636"
"16.1800","2.8686","0.0637"
"16.2000","2.8689","0.0638"
"16.2200","2.8693","0.0638"
"16.2400","2.8696","0.0637"
"16.2600","2.8699","0.0637"
"16.2800","2.8702","0.0641"
"16.3000","2.8706","0.0640"
"16.3200","2.8709","0.0637"
"16.3400","2.8714","0.0636"
"16.3600","2.8718","0.0634"
"16.3800","2.8723","0.0637"
"16.4000","2.8726","0.0639"
