Results Table 1


Results Table 2


Time,Displacement,Force
(s),(mm),(kN)
"51.6800","3.4603","0.0963"
"51.7000","3.4608","0.0962"
"51.7200","3.4612","0.0963"
"51.7400","3.4616","0.0961"
"51.7600","3.4619","0.0959"
"51.7800","3.4621","0.0961"
"51.8000","3.4624","0.0962"
"51.8200","3.4626","0.0960"
"51.8400","3.4629","0.0962"
"51.8600","3.4633","0.0964"
"51.8800","3.4636","0.0965"
"51.9000","3.4640","0.0962"
"51.9200","3.4644","0.0962"
"51.9400","3.4647","0.0964"
"51.9600","3.4649","0.0962"
"51.9800","3.4653","0.0963"
"52.0000","3.4656","0.0966"
"52.0200","3.4659","0.0966"
"52.0400","3.4664","0.0966"
"52.0600","3.4668","0.0966"
"52.0800","3.4672","0.0968"
"52.1000","3.4676","0.0971"
"52.1200","3.4678","0.0971"
"52.1400","3.4681","0.0967"
"52.1600","3.4683","0.0965"
"52.1800","3.4686","0.0963"
"52.2000","3.4689","0.0965"
"52.2200","3.4693","0.0967"
"52.2400","3.4697","0.0966"
"52.2600","3.4701","0.0965"
"52.2800","3.4705","0.0967"
"52.3000","3.4708","0.0967"
"52.3200","3.4710","0.0968"
"52.3400","3.4713","0.0966"
"52.3600","3.4716","0.0968"
"52.3800","3.4720","0.0971"
"52.4000","3.4724","0.0972"
"52.4200","3.4729","0.0972"
"52.4400","3.4733","0.0972"
"52.4600","3.4737","0.0972"
"52.4800","3.4739","0.0972"
"52.5000","3.4741","0.0973"
"52.5200","3.4743","0.0970"
"52.5400","3.4746","0.0971"
"52.5600","3.4749","0.0972"
"52.5800","3.4752","0.0973"
"52.6000","3.4756","0.0974"
"52.6200","3.4759","0.0975"
"52.6400","3.4763","0.0974"
"52.6600","3.4766","0.0973"
"52.6800","3.4769","0.0971"
"52.7000","3.4773","0.0972"
"52.7200","3.4776","0.0975"
"52.7400","3.4779","0.0973"
"52.7600","3.4784","0.0972"
"52.7800","3.4789","0.0972"
"52.8000","3.4792","0.0976"
"52.8200","3.4796","0.0976"
"52.8400","3.4798","0.0974"
"52.8600","3.4801","0.0973"
"52.8800","3.4803","0.0970"
"52.9000","3.4806","0.0970"
"52.9200","3.4810","0.0973"
"52.9400","3.4814","0.0974"
"52.9600","3.4818","0.0970"
"52.9800","3.4822","0.0973"
"53.0000","3.4825","0.0977"
"53.0200","3.4828","0.0976"
"53.0400","3.4830","0.0972"
"53.0600","3.4833","0.0974"
"53.0800","3.4836","0.0977"
"53.1000","3.4839","0.0976"
"53.1200","3.4844","0.0976"
"53.1400","3.4848","0.0974"
"53.1600","3.4852","0.0978"
"53.1800","3.4856","0.0979"
"53.2000","3.4858","0.0979"
"53.2200","3.4861","0.0978"
"53.2400","3.4863","0.0977"
"53.2600","3.4866","0.0978"
"53.2800","3.4869","0.0979"
"53.3000","3.4872","0.0979"
"53.3200","3.4876","0.0978"
"53.3400","3.4880","0.0977"
"53.3600","3.4883","0.0979"
"53.3800","3.4886","0.0974"
"53.4000","3.4889","0.0976"
"53.4200","3.4893","0.0977"
"53.4400","3.4896","0.0977"
"53.4600","3.4901","0.0976"
"53.4800","3.4906","0.0976"
"53.5000","3.4910","0.0977"
"53.5200","3.4914","0.0978"
"53.5400","3.4916","0.0979"
"53.5600","3.4918","0.0980"
"53.5800","3.4921","0.0981"
"53.6000","3.4923","0.0982"
"53.6200","3.4926","0.0983"
"53.6400","3.4929","0.0984"
"53.6600","3.4933","0.0984"
"53.6800","3.4937","0.0983"
"53.7000","3.4941","0.0981"
"53.7200","3.4944","0.0979"
"53.7400","3.4947","0.0983"
"53.7600","3.4949","0.0982"
"53.7800","3.4952","0.0984"
"53.8000","3.4956","0.0985"
"53.8200","3.4959","0.0985"
"53.8400","3.4964","0.0984"
"53.8600","3.4969","0.0985"
"53.8800","3.4973","0.0989"
"53.9000","3.4976","0.0987"
"53.9200","3.4979","0.0987"
"53.9400","3.4981","0.0985"
"53.9600","3.4983","0.0982"
"53.9800","3.4986","0.0981"
"54.0000","3.4989","0.0984"
"54.0200","3.4993","0.0985"
"54.0400","3.4997","0.0985"
"54.0600","3.5001","0.0984"
"54.0800","3.5004","0.0984"
"54.1000","3.5006","0.0985"
"54.1200","3.5009","0.0986"
"54.1400","3.5013","0.0985"
"54.1600","3.5016","0.0986"
"54.1800","3.5020","0.0989"
"54.2000","3.5024","0.0988"
"54.2200","3.5029","0.0988"
"54.2400","3.5033","0.0990"
"54.2600","3.5035","0.0988"
"54.2800","3.5037","0.0988"
"54.3000","3.5040","0.0988"
"54.3200","3.5043","0.0989"
"54.3400","3.5046","0.0988"
"54.3600","3.5049","0.0990"
"54.3800","3.5054","0.0988"
"54.4000","3.5058","0.0987"
"54.4200","3.5062","0.0989"
"54.4400","3.5064","0.0984"
"54.4600","3.5067","0.0984"
"54.4800","3.5070","0.0987"
"54.5000","3.5073","0.0990"
"54.5200","3.5076","0.0991"
"54.5400","3.5081","0.0989"
"54.5600","3.5085","0.0988"
"54.5800","3.5090","0.0989"
"54.6000","3.5094","0.0991"
"54.6200","3.5096","0.0991"
"54.6400","3.5098","0.0991"
"54.6600","3.5100","0.0990"
"54.6800","3.5103","0.0992"
"54.7000","3.5105","0.0992"
"54.7200","3.5109","0.0991"
"54.7400","3.5112","0.0989"
"54.7600","3.5116","0.0990"
"54.7800","3.5119","0.0994"
"54.8000","3.5122","0.0996"
"54.8200","3.5126","0.0996"
"54.8400","3.5129","0.0992"
"54.8600","3.5132","0.0990"
"54.8800","3.5136","0.0994"
"54.9000","3.5141","0.0996"
"54.9200","3.5145","0.0995"
"54.9400","3.5149","0.0994"
"54.9600","3.5152","0.0994"
"54.9800","3.5156","0.0996"
"55.0000","3.5157","0.0994"
"55.0200","3.5160","0.0991"
"55.0400","3.5163","0.0990"
"55.0600","3.5166","0.0990"
"55.0800","3.5170","0.0993"
"55.1000","3.5174","0.0992"
"55.1200","3.5179","0.0994"
"55.1400","3.5182","0.0993"
"55.1600","3.5184","0.0992"
"55.1800","3.5187","0.0992"
"55.2000","3.5189","0.0991"
"55.2200","3.5193","0.0993"
"55.2400","3.5196","0.0995"
"55.2600","3.5200","0.0995"
"55.2800","3.5204","0.0997"
"55.3000","3.5209","0.0996"
"55.3200","3.5213","0.0996"
"55.3400","3.5215","0.0996"
"55.3600","3.5217","0.0998"
"55.3800","3.5220","0.0997"
"55.4000","3.5223","0.0997"
"55.4200","3.5225","0.0996"
"55.4400","3.5228","0.0995"
"55.4600","3.5232","0.0998"
"55.4800","3.5236","0.1000"
"55.5000","3.5240","0.0999"
"55.5200","3.5243","0.0997"
"55.5400","3.5246","0.0998"
"55.5600","3.5249","0.1001"
"55.5800","3.5253","0.1003"
"55.6000","3.5257","0.0999"
"55.6200","3.5261","0.0998"
"55.6400","3.5266","0.1001"
"55.6600","3.5270","0.1001"
"55.6800","3.5273","0.1001"
"55.7000","3.5275","0.1001"
"55.7200","3.5278","0.1003"
"55.7400","3.5279","0.0999"
"55.7600","3.5283","0.0999"
"55.7800","3.5286","0.1000"
"55.8000","3.5289","0.1003"
"55.8200","3.5294","0.1002"
"55.8400","3.5298","0.1000"
"55.8600","3.5301","0.1000"
"55.8800","3.5304","0.0998"
"55.9000","3.5306","0.0994"
"55.9200","3.5309","0.0997"
"55.9400","3.5312","0.1000"
"55.9600","3.5316","0.1002"
"55.9800","3.5320","0.1002"
"56.0000","3.5325","0.1000"
"56.0200","3.5329","0.0999"
"56.0400","3.5333","0.0998"
"56.0600","3.5336","0.1000"
"56.0800","3.5338","0.1003"
"56.1000","3.5340","0.1005"
"56.1200","3.5343","0.1003"
"56.1400","3.5346","0.1002"
"56.1600","3.5349","0.1004"
"56.1800","3.5353","0.1005"
"56.2000","3.5357","0.1003"
"56.2200","3.5360","0.1001"
"56.2400","3.5363","0.1001"
"56.2600","3.5366","0.1000"
"56.2800","3.5369","0.1002"
"56.3000","3.5373","0.1005"
"56.3200","3.5376","0.1006"
"56.3400","3.5381","0.1003"
"56.3600","3.5385","0.1004"
"56.3800","3.5389","0.1006"
"56.4000","3.5391","0.1009"
"56.4200","3.5394","0.1010"
"56.4400","3.5397","0.1007"
"56.4600","3.5399","0.1004"
"56.4800","3.5403","0.1004"
"56.5000","3.5406","0.1007"
"56.5200","3.5410","0.1007"
"56.5400","3.5414","0.1003"
"56.5600","3.5418","0.1002"
"56.5800","3.5421","0.1006"
"56.6000","3.5424","0.1007"
"56.6200","3.5427","0.1006"
"56.6400","3.5429","0.1008"
"56.6600","3.5432","0.1009"
"56.6800","3.5436","0.1008"
"56.7000","3.5441","0.1006"
"56.7200","3.5446","0.1006"
"56.7400","3.5450","0.1009"
"56.7600","3.5453","0.1012"
"56.7800","3.5456","0.1013"
"56.8000","3.5458","0.1012"
"56.8200","3.5459","0.1008"
"56.8400","3.5462","0.1008"
"56.8600","3.5465","0.1008"
"56.8800","3.5469","0.1011"
"56.9000","3.5472","0.1011"
"56.9200","3.5476","0.1011"
"56.9400","3.5479","0.1012"
"56.9600","3.5482","0.1011"
"56.9800","3.5486","0.1013"
"57.0000","3.5489","0.1014"
"57.0200","3.5492","0.1014"
"57.0400","3.5496","0.1012"
"57.0600","3.5501","0.1013"
"57.0800","3.5506","0.1011"
"57.1000","3.5509","0.1012"
"57.1200","3.5512","0.1013"
"57.1400","3.5514","0.1013"
"57.1600","3.5517","0.1014"
"57.1800","3.5520","0.1013"
"57.2000","3.5523","0.1016"
"57.2200","3.5526","0.1014"
"57.2400","3.5531","0.1013"
"57.2600","3.5535","0.1013"
"57.2800","3.5539","0.1014"
"57.3000","3.5541","0.1017"
"57.3200","3.5544","0.1016"
"57.3400","3.5546","0.1011"
"57.3600","3.5549","0.1012"
"57.3800","3.5552","0.1016"
"57.4000","3.5556","0.1017"
"57.4200","3.5561","0.1015"
"57.4400","3.5566","0.1015"
"57.4600","3.5569","0.1017"
"57.4800","3.5573","0.1018"
"57.5000","3.5574","0.1018"
"57.5200","3.5577","0.1017"
"57.5400","3.5579","0.1016"
"57.5600","3.5582","0.1018"
"57.5800","3.5585","0.1017"
"57.6000","3.5589","0.1020"
"57.6200","3.5592","0.1021"
"57.6400","3.5596","0.1020"
"57.6600","3.5600","0.1020"
"57.6800","3.5603","0.1020"
"57.7000","3.5606","0.1019"
"57.7200","3.5609","0.1019"
"57.7400","3.5613","0.1018"
"57.7600","3.5617","0.1017"
"57.7800","3.5622","0.1016"
"57.8000","3.5626","0.1016"
"57.8200","3.5629","0.1020"
"57.8400","3.5632","0.1018"
"57.8600","3.5634","0.1018"
"57.8800","3.5637","0.1021"
"57.9000","3.5639","0.1018"
"57.9200","3.5643","0.1016"
"57.9400","3.5646","0.1018"
"57.9600","3.5650","0.1019"
"57.9800","3.5654","0.1020"
"58.0000","3.5658","0.1018"
"58.0200","3.5661","0.1020"
"58.0400","3.5663","0.1020"
"58.0600","3.5666","0.1021"
"58.0800","3.5669","0.1022"
"58.1000","3.5673","0.1023"
"58.1200","3.5676","0.1022"
"58.1400","3.5681","0.1021"
"58.1600","3.5686","0.1021"
"58.1800","3.5690","0.1022"
"58.2000","3.5692","0.1019"
"58.2200","3.5694","0.1020"
"58.2400","3.5697","0.1024"
"58.2600","3.5699","0.1023"
"58.2800","3.5702","0.1024"
"58.3000","3.5706","0.1025"
"58.3200","3.5709","0.1025"
"58.3400","3.5713","0.1026"
"58.3600","3.5717","0.1026"
"58.3800","3.5720","0.1025"
"58.4000","3.5723","0.1022"
"58.4200","3.5726","0.1021"
"58.4400","3.5729","0.1023"
"58.4600","3.5733","0.1025"
"58.4800","3.5737","0.1023"
"58.5000","3.5741","0.1024"
"58.5200","3.5746","0.1027"
"58.5400","3.5748","0.1026"
"58.5600","3.5751","0.1026"
"58.5800","3.5754","0.1026"
"58.6000","3.5756","0.1025"
"58.6200","3.5759","0.1027"
"58.6400","3.5762","0.1026"
"58.6600","3.5766","0.1028"
"58.6800","3.5771","0.1028"
"58.7000","3.5774","0.1028"
"58.7200","3.5778","0.1029"
"58.7400","3.5781","0.1029"
"58.7600","3.5784","0.1028"
"58.7800","3.5786","0.1025"
"58.8000","3.5789","0.1025"
"58.8200","3.5793","0.1029"
"58.8400","3.5798","0.1030"
"58.8600","3.5802","0.1028"
"58.8800","3.5807","0.1028"
"58.9000","3.5810","0.1030"
"58.9200","3.5812","0.1031"
"58.9400","3.5814","0.1028"
"58.9600","3.5817","0.1027"
"58.9800","3.5819","0.1028"
"59.0000","3.5822","0.1028"
"59.0200","3.5825","0.1026"
"59.0400","3.5829","0.1027"
"59.0600","3.5833","0.1028"
"59.0800","3.5836","0.1028"
"59.1000","3.5839","0.1031"
"59.1200","3.5842","0.1031"
"59.1400","3.5846","0.1032"
"59.1600","3.5849","0.1035"
"59.1800","3.5852","0.1034"
"59.2000","3.5857","0.1033"
"59.2200","3.5861","0.1032"
"59.2400","3.5866","0.1029"
"59.2600","3.5869","0.1032"
"59.2800","3.5871","0.1033"
"59.3000","3.5874","0.1033"
"59.3200","3.5876","0.1031"
"59.3400","3.5879","0.1031"
"59.3600","3.5883","0.1030"
"59.3800","3.5887","0.1029"
"59.4000","3.5891","0.1031"
"59.4200","3.5895","0.1033"
"59.4400","3.5898","0.1035"
"59.4600","3.5901","0.1035"
"59.4800","3.5903","0.1033"
"59.5000","3.5906","0.1033"
"59.5200","3.5909","0.1035"
"59.5400","3.5913","0.1035"
"59.5600","3.5918","0.1033"
"59.5800","3.5922","0.1034"
"59.6000","3.5926","0.1037"
"59.6200","3.5929","0.1036"
"59.6400","3.5931","0.1035"
"59.6600","3.5933","0.1034"
"59.6800","3.5936","0.1035"
"59.7000","3.5939","0.1034"
"59.7200","3.5942","0.1036"
"59.7400","3.5945","0.1038"
"59.7600","3.5949","0.1038"
"59.7800","3.5953","0.1037"
"59.8000","3.5957","0.1038"
"59.8200","3.5960","0.1042"
"59.8400","3.5963","0.1037"
"59.8600","3.5966","0.1034"
"59.8800","3.5969","0.1035"
"59.9000","3.5973","0.1037"
"59.9200","3.5978","0.1037"
"59.9400","3.5982","0.1037"
"59.9600","3.5986","0.1039"
"59.9800","3.5989","0.1039"
"60.0000","3.5991","0.1041"
"60.0200","3.5994","0.1042"
"60.0400","3.5996","0.1040"
"60.0600","3.5999","0.1040"
"60.0800","3.6003","0.1039"
"60.1000","3.6006","0.1037"
"60.1200","3.6011","0.1035"
"60.1400","3.6014","0.1037"
"60.1600","3.6018","0.1038"
"60.1800","3.6020","0.1038"
"60.2000","3.6023","0.1039"
"60.2200","3.6026","0.1038"
"60.2400","3.6029","0.1041"
"60.2600","3.6033","0.1041"
"60.2800","3.6038","0.1038"
"60.3000","3.6042","0.1038"
"60.3200","3.6046","0.1042"
"60.3400","3.6049","0.1043"
"60.3600","3.6051","0.1041"
"60.3800","3.6054","0.1041"
"60.4000","3.6056","0.1039"
"60.4200","3.6059","0.1041"
"60.4400","3.6063","0.1044"
"60.4600","3.6066","0.1044"
"60.4800","3.6070","0.1044"
"60.5000","3.6074","0.1042"
"60.5200","3.6078","0.1041"
"60.5400","3.6080","0.1038"
"60.5600","3.6083","0.1041"
"60.5800","3.6086","0.1040"
"60.6000","3.6089","0.1043"
"60.6200","3.6093","0.1044"
"60.6400","3.6098","0.1042"
"60.6600","3.6102","0.1043"
"60.6800","3.6105","0.1043"
"60.7000","3.6108","0.1044"
"60.7200","3.6110","0.1044"
"60.7400","3.6113","0.1046"
"60.7600","3.6116","0.1045"
"60.7800","3.6119","0.1045"
"60.8000","3.6123","0.1047"
"60.8200","3.6127","0.1048"
"60.8400","3.6131","0.1047"
"60.8600","3.6135","0.1045"
"60.8800","3.6138","0.1048"
"60.9000","3.6140","0.1048"
"60.9200","3.6143","0.1045"
"60.9400","3.6146","0.1044"
"60.9600","3.6149","0.1044"
"60.9800","3.6154","0.1046"
"61.0000","3.6159","0.1046"
"61.0200","3.6163","0.1051"
"61.0400","3.6166","0.1050"
"61.0600","3.6169","0.1047"
"61.0800","3.6171","0.1050"
"61.1000","3.6173","0.1054"
"61.1200","3.6176","0.1050"
"61.1400","3.6179","0.1048"
"61.1600","3.6182","0.1047"
"61.1800","3.6186","0.1048"
"61.2000","3.6189","0.1052"
"61.2200","3.6193","0.1052"
"61.2400","3.6196","0.1050"
"61.2600","3.6199","0.1050"
"61.2800","3.6202","0.1049"
"61.3000","3.6206","0.1051"
"61.3200","3.6209","0.1051"
"61.3400","3.6214","0.1051"
"61.3600","3.6218","0.1049"
"61.3800","3.6223","0.1052"
"61.4000","3.6226","0.1051"
"61.4200","3.6228","0.1052"
"61.4400","3.6231","0.1051"
"61.4600","3.6233","0.1051"
"61.4800","3.6236","0.1049"
"61.5000","3.6239","0.1052"
"61.5200","3.6243","0.1054"
"61.5400","3.6247","0.1054"
"61.5600","3.6251","0.1054"
"61.5800","3.6255","0.1053"
"61.6000","3.6258","0.1051"
"61.6200","3.6260","0.1051"
"61.6400","3.6263","0.1051"
"61.6600","3.6266","0.1051"
"61.6800","3.6269","0.1053"
"61.7000","3.6274","0.1052"
"61.7200","3.6278","0.1052"
"61.7400","3.6283","0.1053"
"61.7600","3.6286","0.1055"
"61.7800","3.6288","0.1056"
"61.8000","3.6291","0.1055"
"61.8200","3.6293","0.1054"
"61.8400","3.6295","0.1054"
"61.8600","3.6299","0.1053"
"61.8800","3.6302","0.1053"
"61.9000","3.6306","0.1054"
"61.9200","3.6310","0.1057"
"61.9400","3.6314","0.1055"
"61.9600","3.6317","0.1053"
"61.9800","3.6320","0.1056"
"62.0000","3.6323","0.1055"
"62.0200","3.6326","0.1054"
"62.0400","3.6331","0.1055"
"62.0600","3.6335","0.1056"
"62.0800","3.6339","0.1058"
"62.1000","3.6343","0.1059"
"62.1200","3.6346","0.1061"
"62.1400","3.6347","0.1062"
"62.1600","3.6350","0.1061"
"62.1800","3.6353","0.1059"
"62.2000","3.6356","0.1057"
"62.2200","3.6359","0.1059"
"62.2400","3.6363","0.1058"
"62.2600","3.6367","0.1057"
"62.2800","3.6371","0.1055"
"62.3000","3.6374","0.1056"
"62.3200","3.6377","0.1059"
"62.3400","3.6379","0.1059"
"62.3600","3.6382","0.1058"
"62.3800","3.6386","0.1060"
"62.4000","3.6389","0.1062"
"62.4200","3.6394","0.1060"
"62.4400","3.6399","0.1059"
"62.4600","3.6402","0.1064"
"62.4800","3.6406","0.1064"
"62.5000","3.6408","0.1061"
"62.5200","3.6411","0.1062"
"62.5400","3.6413","0.1060"
"62.5600","3.6416","0.1060"
"62.5800","3.6419","0.1063"
"62.6000","3.6423","0.1064"
"62.6200","3.6427","0.1065"
"62.6400","3.6431","0.1063"
"62.6600","3.6434","0.1062"
"62.6800","3.6436","0.1059"
"62.7000","3.6439","0.1058"
"62.7200","3.6443","0.1060"
"62.7400","3.6446","0.1060"
"62.7600","3.6450","0.1062"
"62.7800","3.6454","0.1062"
"62.8000","3.6459","0.1061"
"62.8200","3.6462","0.1064"
"62.8400","3.6464","0.1063"
"62.8600","3.6467","0.1065"
"62.8800","3.6469","0.1064"
"62.9000","3.6473","0.1063"
"62.9200","3.6476","0.1062"
"62.9400","3.6479","0.1064"
"62.9600","3.6484","0.1065"
"62.9800","3.6487","0.1062"
"63.0000","3.6491","0.1064"
"63.0200","3.6494","0.1066"
"63.0400","3.6497","0.1065"
"63.0600","3.6500","0.1063"
"63.0800","3.6503","0.1062"
"63.1000","3.6506","0.1063"
"63.1200","3.6511","0.1066"
"63.1400","3.6516","0.1068"
"63.1600","3.6520","0.1067"
"63.1800","3.6523","0.1064"
"63.2000","3.6526","0.1064"
"63.2200","3.6527","0.1067"
"63.2400","3.6530","0.1067"
"63.2600","3.6533","0.1066"
"63.2800","3.6535","0.1069"
"63.3000","3.6539","0.1068"
"63.3200","3.6543","0.1067"
"63.3400","3.6546","0.1067"
"63.3600","3.6550","0.1067"
"63.3800","3.6553","0.1068"
"63.4000","3.6556","0.1070"
"63.4200","3.6559","0.1068"
"63.4400","3.6562","0.1069"
"63.4600","3.6566","0.1071"
"63.4800","3.6571","0.1071"
"63.5000","3.6575","0.1069"
"63.5200","3.6579","0.1070"
"63.5400","3.6583","0.1071"
"63.5600","3.6585","0.1070"
"63.5800","3.6587","0.1068"
"63.6000","3.6590","0.1069"
"63.6200","3.6593","0.1072"
"63.6400","3.6596","0.1074"
"63.6600","3.6600","0.1072"
"63.6800","3.6604","0.1070"
"63.7000","3.6608","0.1068"
"63.7200","3.6611","0.1070"
"63.7400","3.6614","0.1070"
"63.7600","3.6616","0.1070"
"63.7800","3.6619","0.1071"
"63.8000","3.6623","0.1074"
"63.8200","3.6626","0.1074"
"63.8400","3.6630","0.1074"
"63.8600","3.6634","0.1072"
"63.8800","3.6639","0.1071"
"63.9000","3.6642","0.1073"
"63.9200","3.6644","0.1075"
"63.9400","3.6647","0.1075"
"63.9600","3.6649","0.1071"
"63.9800","3.6652","0.1072"
"64.0000","3.6655","0.1075"
"64.0200","3.6659","0.1074"
"64.0400","3.6662","0.1074"
"64.0600","3.6666","0.1074"
"64.0800","3.6670","0.1072"
"64.1000","3.6673","0.1072"
"64.1200","3.6676","0.1074"
"64.1400","3.6679","0.1077"
"64.1600","3.6683","0.1078"
"64.1800","3.6687","0.1075"
"64.2000","3.6692","0.1076"
"64.2200","3.6696","0.1077"
"64.2400","3.6700","0.1075"
"64.2600","3.6703","0.1075"
"64.2800","3.6704","0.1075"
"64.3000","3.6707","0.1075"
"64.3200","3.6709","0.1074"
"64.3400","3.6712","0.1077"
"64.3600","3.6716","0.1078"
"64.3800","3.6719","0.1078"
"64.4000","3.6724","0.1080"
"64.4200","3.6727","0.1077"
"64.4400","3.6730","0.1077"
"64.4600","3.6733","0.1079"
"64.4800","3.6736","0.1078"
"64.5000","3.6739","0.1077"
"64.5200","3.6743","0.1080"
"64.5400","3.6746","0.1081"
"64.5600","3.6751","0.1082"
"64.5800","3.6756","0.1081"
"64.6000","3.6759","0.1082"
"64.6200","3.6763","0.1083"
"64.6400","3.6765","0.1084"
"64.6600","3.6767","0.1082"
"64.6800","3.6769","0.1082"
"64.7000","3.6773","0.1079"
"64.7200","3.6776","0.1080"
"64.7400","3.6780","0.1083"
"64.7600","3.6784","0.1082"
"64.7800","3.6788","0.1081"
"64.8000","3.6791","0.1080"
"64.8200","3.6793","0.1081"
"64.8400","3.6796","0.1081"
"64.8600","3.6799","0.1081"
"64.8800","3.6803","0.1080"
"64.9000","3.6807","0.1081"
"64.9200","3.6811","0.1080"
"64.9400","3.6816","0.1078"
"64.9600","3.6819","0.1078"
"64.9800","3.6821","0.1082"
"65.0000","3.6824","0.1083"
"65.0200","3.6826","0.1082"
"65.0400","3.6829","0.1081"
"65.0600","3.6833","0.1082"
"65.0800","3.6836","0.1083"
"65.1000","3.6841","0.1084"
"65.1200","3.6844","0.1082"
"65.1400","3.6848","0.1082"
"65.1600","3.6851","0.1084"
"65.1800","3.6854","0.1086"
"65.2000","3.6856","0.1087"
"65.2200","3.6860","0.1087"
"65.2400","3.6864","0.1085"
"65.2600","3.6868","0.1085"
"65.2800","3.6873","0.1088"
"65.3000","3.6877","0.1087"
"65.3200","3.6879","0.1085"
"65.3400","3.6882","0.1084"
"65.3600","3.6884","0.1084"
"65.3800","3.6886","0.1082"
"65.4000","3.6889","0.1082"
"65.4200","3.6892","0.1085"
"65.4400","3.6895","0.1083"
"65.4600","3.6899","0.1086"
"65.4800","3.6903","0.1089"
"65.5000","3.6906","0.1091"
"65.5200","3.6909","0.1088"
"65.5400","3.6913","0.1089"
"65.5600","3.6916","0.1091"
"65.5800","3.6919","0.1091"
"65.6000","3.6923","0.1089"
"65.6200","3.6928","0.1086"
"65.6400","3.6932","0.1087"
"65.6600","3.6936","0.1087"
"65.6800","3.6939","0.1087"
"65.7000","3.6942","0.1088"
"65.7200","3.6944","0.1090"
"65.7400","3.6946","0.1087"
"65.7600","3.6949","0.1089"
"65.7800","3.6953","0.1088"
"65.8000","3.6958","0.1088"
"65.8200","3.6961","0.1089"
"65.8400","3.6965","0.1089"
"65.8600","3.6968","0.1092"
"65.8800","3.6971","0.1091"
"65.9000","3.6973","0.1090"
"65.9200","3.6976","0.1090"
"65.9400","3.6979","0.1089"
"65.9600","3.6982","0.1091"
"65.9800","3.6987","0.1091"
"66.0000","3.6991","0.1090"
"66.0200","3.6996","0.1092"
"66.0400","3.6999","0.1092"
"66.0600","3.7001","0.1093"
"66.0800","3.7003","0.1091"
"66.1000","3.7006","0.1089"
"66.1200","3.7009","0.1090"
"66.1400","3.7012","0.1091"
"66.1600","3.7016","0.1095"
"66.1800","3.7019","0.1096"
"66.2000","3.7023","0.1095"
"66.2200","3.7026","0.1093"
"66.2400","3.7029","0.1092"
"66.2600","3.7033","0.1096"
"66.2800","3.7036","0.1097"
"66.3000","3.7040","0.1095"
"66.3200","3.7044","0.1093"
"66.3400","3.7049","0.1092"
"66.3600","3.7053","0.1094"
"66.3800","3.7056","0.1096"
"66.4000","3.7059","0.1095"
"66.4200","3.7061","0.1098"
"66.4400","3.7063","0.1097"
"66.4600","3.7066","0.1091"
"66.4800","3.7069","0.1093"
"66.5000","3.7073","0.1096"
"66.5200","3.7076","0.1099"
"66.5400","3.7081","0.1097"
"66.5600","3.7084","0.1093"
"66.5800","3.7087","0.1095"
"66.6000","3.7090","0.1096"
"66.6200","3.7093","0.1096"
"66.6400","3.7096","0.1096"
"66.6600","3.7099","0.1097"
"66.6800","3.7103","0.1099"
"66.7000","3.7108","0.1100"
"66.7200","3.7112","0.1099"
"66.7400","3.7116","0.1098"
"66.7600","3.7119","0.1100"
"66.7800","3.7121","0.1099"
"66.8000","3.7124","0.1100"
"66.8200","3.7126","0.1098"
"66.8400","3.7129","0.1099"
"66.8600","3.7133","0.1099"
"66.8800","3.7136","0.1098"
"66.9000","3.7141","0.1101"
"66.9200","3.7144","0.1100"
"66.9400","3.7147","0.1100"
"66.9600","3.7149","0.1100"
"66.9800","3.7153","0.1101"
"67.0000","3.7156","0.1099"
"67.0200","3.7159","0.1102"
"67.0400","3.7164","0.1102"
"67.0600","3.7168","0.1099"
"67.0800","3.7173","0.1098"
"67.1000","3.7176","0.1100"
"67.1200","3.7178","0.1103"
"67.1400","3.7181","0.1102"
"67.1600","3.7183","0.1100"
"67.1800","3.7186","0.1101"
"67.2000","3.7189","0.1101"
"67.2200","3.7193","0.1103"
"67.2400","3.7197","0.1101"
"67.2600","3.7201","0.1100"
"67.2800","3.7205","0.1101"
"67.3000","3.7208","0.1102"
"67.3200","3.7210","0.1104"
"67.3400","3.7213","0.1104"
"67.3600","3.7216","0.1105"
"67.3800","3.7220","0.1108"
"67.4000","3.7224","0.1104"
"67.4200","3.7229","0.1103"
"67.4400","3.7233","0.1105"
"67.4600","3.7236","0.1106"
"67.4800","3.7239","0.1107"
"67.5000","3.7241","0.1107"
"67.5200","3.7243","0.1104"
"67.5400","3.7246","0.1101"
"67.5600","3.7248","0.1105"
"67.5800","3.7252","0.1105"
"67.6000","3.7256","0.1107"
"67.6200","3.7259","0.1109"
"67.6400","3.7262","0.1109"
"67.6600","3.7266","0.1106"
"67.6800","3.7269","0.1107"
"67.7000","3.7272","0.1108"
"67.7200","3.7276","0.1104"
"67.7400","3.7279","0.1105"
"67.7600","3.7284","0.1107"
"67.7800","3.7289","0.1106"
"67.8000","3.7292","0.1111"
"67.8200","3.7296","0.1112"
"67.8400","3.7298","0.1112"
"67.8600","3.7301","0.1111"
"67.8800","3.7303","0.1110"
"67.9000","3.7306","0.1110"
"67.9200","3.7310","0.1111"
"67.9400","3.7314","0.1108"
"67.9600","3.7318","0.1107"
"67.9800","3.7322","0.1108"
"68.0000","3.7325","0.1111"
"68.0200","3.7328","0.1110"
"68.0400","3.7330","0.1108"
"68.0600","3.7332","0.1109"
"68.0800","3.7336","0.1113"
