Specimen text inputs : Specimen text input  1,,""

Results Table 1
,Specimen text input  1
"22","f0_2"

Results Table 2


Time,Displacement,Force
(s),(mm),(kN)
"0.0000","0.0000","-0.0481"
"0.0200","0.0002","-0.0482"
"0.0400","0.0006","-0.0476"
"0.0600","0.0019","-0.0449"
"0.0800","0.0039","-0.0378"
"0.1000","0.0062","-0.0251"
"0.1200","0.0086","-0.0099"
"0.1400","0.0107","0.0027"
"0.1600","0.0128","0.0104"
"0.1800","0.0146","0.0155"
"0.2000","0.0164","0.0203"
"0.2200","0.0181","0.0241"
"0.2400","0.0198","0.0279"
"0.2600","0.0216","0.0321"
"0.2800","0.0233","0.0366"
"0.3000","0.0251","0.0408"
"0.3200","0.0268","0.0432"
"0.3400","0.0284","0.0445"
"0.3600","0.0300","0.0471"
"0.3800","0.0317","0.0516"
"0.4000","0.0334","0.0563"
"0.4200","0.0351","0.0602"
"0.4400","0.0369","0.0640"
"0.4600","0.0385","0.0680"
"0.4800","0.0401","0.0715"
"0.5000","0.0417","0.0750"
"0.5200","0.0435","0.0788"
"0.5400","0.0452","0.0829"
"0.5600","0.0469","0.0876"
"0.5800","0.0486","0.0922"
"0.6000","0.0502","0.0963"
"0.6200","0.0518","0.1006"
"0.6400","0.0534","0.1047"
"0.6600","0.0551","0.1084"
"0.6800","0.0569","0.1126"
"0.7000","0.0586","0.1180"
"0.7200","0.0602","0.1242"
"0.7400","0.0619","0.1306"
"0.7600","0.0635","0.1370"
"0.7800","0.0651","0.1429"
"0.8000","0.0668","0.1490"
"0.8200","0.0685","0.1551"
"0.8400","0.0702","0.1611"
"0.8600","0.0719","0.1671"
"0.8800","0.0736","0.1734"
"0.9000","0.0751","0.1801"
"0.9200","0.0767","0.1870"
"0.9400","0.0784","0.1937"
"0.9600","0.0801","0.2011"
"0.9800","0.0819","0.2089"
"1.0000","0.0835","0.2170"
"1.0200","0.0852","0.2244"
"1.0400","0.0868","0.2315"
"1.0600","0.0884","0.2384"
"1.0800","0.0901","0.2449"
"1.1000","0.0917","0.2517"
"1.1200","0.0935","0.2586"
"1.1400","0.0951","0.2665"
"1.1600","0.0968","0.2740"
"1.1800","0.0984","0.2811"
"1.2000","0.1000","0.2886"
"1.2200","0.1017","0.2959"
"1.2400","0.1034","0.3034"
"1.2600","0.1052","0.3112"
"1.2800","0.1069","0.3191"
"1.3000","0.1086","0.3266"
"1.3200","0.1102","0.3338"
"1.3400","0.1117","0.3406"
"1.3600","0.1134","0.3472"
"1.3800","0.1151","0.3544"
"1.4000","0.1169","0.3621"
"1.4200","0.1186","0.3704"
"1.4400","0.1202","0.3783"
"1.4600","0.1219","0.3863"
"1.4800","0.1235","0.3947"
"1.5000","0.1251","0.4025"
"1.5200","0.1268","0.4102"
"1.5400","0.1286","0.4184"
"1.5600","0.1302","0.4269"
"1.5800","0.1319","0.4353"
"1.6000","0.1336","0.4431"
"1.6200","0.1351","0.4509"
"1.6400","0.1367","0.4588"
"1.6600","0.1384","0.4658"
"1.6800","0.1401","0.4740"
"1.7000","0.1419","0.4824"
"1.7200","0.1436","0.4911"
"1.7400","0.1452","0.4995"
"1.7600","0.1468","0.5074"
"1.7800","0.1484","0.5151"
"1.8000","0.1501","0.5226"
"1.8200","0.1517","0.5304"
"1.8400","0.1535","0.5380"
"1.8600","0.1552","0.5460"
"1.8800","0.1569","0.5543"
"1.9000","0.1585","0.5625"
"1.9200","0.1600","0.5701"
"1.9400","0.1617","0.5775"
"1.9600","0.1634","0.5856"
"1.9800","0.1652","0.5942"
"2.0000","0.1669","0.6027"
"2.0200","0.1686","0.6109"
"2.0400","0.1702","0.6190"
"2.0600","0.1717","0.6267"
"2.0800","0.1734","0.6339"
"2.1000","0.1751","0.6412"
"2.1200","0.1769","0.6491"
"2.1400","0.1785","0.6573"
"2.1600","0.1802","0.6648"
"2.1800","0.1819","0.6722"
"2.2000","0.1834","0.6795"
"2.2200","0.1851","0.6865"
"2.2400","0.1868","0.6936"
"2.2600","0.1885","0.7012"
"2.2800","0.1901","0.7090"
"2.3000","0.1919","0.7165"
"2.3200","0.1935","0.7239"
"2.3400","0.1951","0.7308"
"2.3600","0.1967","0.7375"
"2.3800","0.1984","0.7439"
"2.4000","0.2001","0.7510"
"2.4200","0.2019","0.7582"
"2.4400","0.2036","0.7655"
"2.4600","0.2052","0.7728"
"2.4800","0.2067","0.7796"
"2.5000","0.2084","0.7858"
"2.5200","0.2101","0.7919"
"2.5400","0.2118","0.7986"
"2.5600","0.2135","0.8059"
"2.5800","0.2152","0.8130"
"2.6000","0.2168","0.8199"
"2.6200","0.2185","0.8267"
"2.6400","0.2201","0.8331"
"2.6600","0.2217","0.8394"
"2.6800","0.2234","0.8458"
"2.7000","0.2251","0.8526"
"2.7200","0.2268","0.8592"
"2.7400","0.2285","0.8659"
"2.7600","0.2301","0.8723"
"2.7800","0.2317","0.8784"
"2.8000","0.2334","0.8842"
"2.8200","0.2351","0.8904"
"2.8400","0.2368","0.8969"
"2.8600","0.2385","0.9037"
"2.8800","0.2402","0.9105"
"2.9000","0.2418","0.9174"
"2.9200","0.2434","0.9239"
"2.9400","0.2451","0.9301"
"2.9600","0.2469","0.9369"
"2.9800","0.2486","0.9442"
"3.0000","0.2502","0.9514"
"3.0200","0.2519","0.9581"
"3.0400","0.2535","0.9650"
"3.0600","0.2551","0.9718"
"3.0800","0.2568","0.9783"
"3.1000","0.2585","0.9850"
"3.1200","0.2602","0.9919"
"3.1400","0.2618","0.9990"
"3.1600","0.2636","1.0056"
"3.1800","0.2652","1.0125"
"3.2000","0.2668","1.0197"
"3.2200","0.2684","1.0262"
"3.2400","0.2701","1.0324"
"3.2600","0.2718","1.0388"
"3.2800","0.2735","1.0458"
"3.3000","0.2752","1.0528"
"3.3200","0.2767","1.0599"
"3.3400","0.2783","1.0664"
"3.3600","0.2800","1.0723"
"3.3800","0.2817","1.0784"
"3.4000","0.2835","1.0851"
"3.4200","0.2852","1.0923"
"3.4400","0.2868","1.0994"
"3.4600","0.2884","1.1058"
"3.4800","0.2901","1.1122"
"3.5000","0.2917","1.1188"
"3.5200","0.2934","1.1252"
